Dataset,Row Index,fit_time_mean,fit_time_std_dev,f1_macro_mean,f1_macro_std_dev,f1_weighted_mean,f1_weighted_std_dev,vectorizer,ngram_range,preprocessor,max_df,learning_rate,n_estimators,rsm,depth,classifier,colsample_bytree,max_depth
d1,61,258.7666898171107,46.23045717420303,0.7232456120882201,0.007257859525026205,0.8255143988401467,0.006285409077411939,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,0.75,10.0,CatBoost,,
d1,62,130.77867579460144,14.577522113968712,0.722814349380014,0.005183701063503366,0.8251367151745992,0.004202753778132251,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,6.0,CatBoost,,
d1,63,279.3871496121089,23.572773625409248,0.7260498027207237,0.006292950139087763,0.8281610041297675,0.005235743994578765,TfidfVectorizer,"[1, 3]",,0.9,0.1,1000,1.0,10.0,CatBoost,,
d1,0,880.6169487635294,1.8460666211548458,0.6456153749546939,0.0034297470472830793,0.7542504060553318,0.0036360364489318566,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,6.0
d1,1,916.7121781508127,3.6366749590786958,0.6965945097460677,0.005545388636741019,0.8020527628680275,0.004991839226437768,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,12.0
d1,2,891.9251384337744,12.401790302637833,0.6016127204669773,0.006404130011954764,0.7079052773208083,0.007432103524397442,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,6.0
d1,3,942.0060685873032,2.2549709051446505,0.6750518314507525,0.004161078156023639,0.7821002344969115,0.0038414589897398394,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,12.0
d1,4,875.4869304498037,1.3158681938233305,0.7303508458358975,0.004652094945274206,0.8338586101596887,0.0036522324073999307,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,6.0
d1,5,844.3505789041519,62.226813065926244,0.7359319754184704,0.005191694346741957,0.8421838380858088,0.0034380500395890614,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,12.0
d1,6,885.3242516120275,11.270292469624836,0.7290946456173218,0.004832032118915607,0.833364138462953,0.0038877679539135964,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,6.0
d1,7,799.1417971452078,96.92341369495774,0.7354817082698079,0.004180425463359823,0.8424471218150278,0.0035861734346781665,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,12.0
d1,8,879.5637355248133,1.8708158812098192,0.6456153749546939,0.0034297470472830793,0.7542504060553318,0.0036360364489318566,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,6.0
d1,9,915.7628404299418,1.7592080534325965,0.6965945097460677,0.005545388636741019,0.8020527628680275,0.004991839226437768,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,12.0
d1,10,888.2524643739065,1.3732601845543324,0.6016127204669773,0.006404130011954764,0.7079052773208083,0.007432103524397442,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,6.0
d1,11,942.1323228677114,2.2556507383130557,0.6750518314507525,0.004161078156023639,0.7821002344969115,0.0038414589897398394,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,12.0
d1,12,877.9231405258179,2.806908379962578,0.7303508458358975,0.004652094945274206,0.8338586101596887,0.0036522324073999307,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,6.0
d1,13,843.3953099250793,61.357754149816174,0.7359319754184704,0.005191694346741957,0.8421838380858088,0.0034380500395890614,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,12.0
d1,14,881.3688500324885,1.2855821935899676,0.7290946456173218,0.004832032118915607,0.833364138462953,0.0038877679539135964,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,6.0
d1,15,797.4006138245264,94.28274798151833,0.7354817082698079,0.004180425463359823,0.8424471218150278,0.0035861734346781665,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,12.0
d1,16,1130.9370631774266,2.7639580573211875,0.6312727817070937,0.005106365705342104,0.7421243653943203,0.0046109106809526885,CountVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.5,6.0
d1,17,1170.9607872962952,4.452625487028698,0.6827647833997604,0.003200185690033149,0.789638872943763,0.0027575268795027677,CountVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.5,12.0
d1,18,1135.8499307632446,2.5831816417436095,0.6028334090373804,0.0070723436001250625,0.7141929435139924,0.006991657341867072,CountVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.9,6.0
d1,19,1240.154419740041,44.36254362688424,0.6604326729594004,0.0032634051439116366,0.7683839933714839,0.0029485384004377265,CountVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.9,12.0
d1,20,1125.663394888242,2.436137260266767,0.7316009356980392,0.005867921144954519,0.8339509685329465,0.004650203884577904,CountVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.5,6.0
d1,21,1028.130420088768,108.70127370358031,0.7361874040415385,0.005403619862658294,0.8405955327455631,0.00413590236013325,CountVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.5,12.0
d1,22,1129.1379481156666,1.791808824982974,0.731371289533905,0.005848906149837517,0.8340656743678038,0.004649375855991365,CountVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.9,6.0
d1,23,1025.2002348502476,116.81133563938742,0.7345744762565604,0.00483758475527849,0.8407383439448365,0.0029733098674761347,CountVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.9,12.0
d1,24,1128.3054753541946,3.42328099150453,0.6312727817070937,0.005106365705342104,0.7421243653943203,0.0046109106809526885,CountVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.5,6.0
d1,25,1170.8483306566875,5.709362010172232,0.6827647833997604,0.003200185690033149,0.789638872943763,0.0027575268795027677,CountVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.5,12.0
d1,26,1157.1420876582463,35.94073533552085,0.6028334090373804,0.0070723436001250625,0.7141929435139924,0.006991657341867072,CountVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.9,6.0
d1,27,1209.1835508743923,5.632264853828164,0.6604326729594004,0.0032634051439116366,0.7683839933714839,0.0029485384004377265,CountVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.9,12.0
d1,28,1120.9433025121689,5.8797313922802,0.7316009356980392,0.005867921144954519,0.8339509685329465,0.004650203884577904,CountVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.5,6.0
d1,29,1027.6787819465,109.03280228515608,0.7361874040415385,0.005403619862658294,0.8405955327455631,0.00413590236013325,CountVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.5,12.0
d1,30,1126.928723136584,5.6478223829595136,0.731371289533905,0.005848906149837517,0.8340656743678038,0.004649375855991365,CountVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.9,6.0
d1,31,1026.1280821959178,118.69594131549225,0.7345744762565604,0.00483758475527849,0.8407383439448365,0.0029733098674761347,CountVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.9,12.0
d1,32,16619.710526943207,65.45175128889868,0.6380518649788083,0.003220596968778385,0.7463850745682201,0.0036125167438855414,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,6.0
d1,33,17570.776614745457,121.88510814533444,0.6873934490085695,0.0041743824868231616,0.793313644652048,0.0038241151667356326,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,12.0
d1,34,16774.078385988872,92.18575406683729,0.5997251328683003,0.003647138006477953,0.7059567777463881,0.004595048210123051,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,6.0
d1,35,18200.988813877106,103.97863518989914,0.6708676250375355,0.005888510484821934,0.7779226670135179,0.005507098760275095,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,12.0
d1,36,15822.673449675241,1510.373241461501,0.7295923852052759,0.005129894826324084,0.8328786076787331,0.0036700790936651326,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,6.0
d1,37,15516.318009893099,1176.7376469579679,0.7357390164152781,0.0046292795738299575,0.8413250804070583,0.0031484088723544184,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,12.0
d1,38,16686.8141194582,80.47853327993462,0.7302557331891452,0.00535037332511667,0.8339610031148702,0.003934784362681474,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,6.0
d1,39,15067.709278464317,1019.5996367629672,0.7365185008280563,0.002981970494880591,0.8426814907346566,0.002395431257835611,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,12.0
d1,40,16569.2490606308,82.48532709302444,0.6380518649788083,0.003220596968778385,0.7463850745682201,0.0036125167438855414,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,6.0
d1,41,17378.497269352276,65.82946392850522,0.6873934490085695,0.0041743824868231616,0.793313644652048,0.0038241151667356326,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,12.0
d1,42,16765.26594034831,201.87921681532143,0.5997251328683003,0.003647138006477953,0.7059567777463881,0.004595048210123051,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,6.0
d1,43,18240.265691240627,157.14363136066945,0.6708676250375355,0.005888510484821934,0.7779226670135179,0.005507098760275095,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,12.0
d1,44,15856.843882282576,1478.9828487195596,0.7295923852052759,0.005129894826324084,0.8328786076787331,0.0036700790936651326,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,6.0
d1,45,15307.15411623319,955.7447504901276,0.7357390164152781,0.0046292795738299575,0.8413250804070583,0.0031484088723544184,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,12.0
d1,46,16554.913479646046,102.15956381783919,0.7302557331891452,0.00535037332511667,0.8339610031148702,0.003934784362681474,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,6.0
d1,47,15035.262271285057,1042.3350199785161,0.7365185008280563,0.002981970494880591,0.8426814907346566,0.002395431257835611,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,12.0
d1,48,17451.812306722004,85.5425012413562,0.6252403001282845,0.004276939593568392,0.7358363170132852,0.004052593737858887,CountVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.5,6.0
d1,49,18487.962714791298,139.66919474676723,0.6769652938947422,0.0034451565965853146,0.7843318907720116,0.003002315693777071,CountVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.5,12.0
d1,50,17796.461002588272,104.03019962871484,0.6024104005772688,0.0072063443600894105,0.7141591270119352,0.007145885251980492,CountVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.9,6.0
d1,51,19444.394147316616,156.61032306109362,0.660050990306429,0.0032448727952658885,0.7681238686663612,0.0028959586295114518,CountVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.9,12.0
d1,52,17544.589853405952,229.93052399143775,0.7317158499726729,0.005445925512308051,0.8339686460319728,0.00428308860195013,CountVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.5,6.0
d1,53,14940.570491751036,2029.560661531568,0.7357175983781042,0.0037927826873027253,0.8402564231826152,0.002912879793693853,CountVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.5,12.0
d1,54,17626.27891933918,181.64840854654688,0.7327486542204142,0.005333775048240227,0.8347788965325895,0.004085180051147094,CountVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.9,6.0
d1,55,15410.462725838026,1684.129195806075,0.7349692181033974,0.003675841537372352,0.8406945640844131,0.002245709272280238,CountVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.9,12.0
d1,56,17681.78698329131,144.9039102379391,0.6252403001282845,0.004276939593568392,0.7358363170132852,0.004052593737858887,CountVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.5,6.0
d1,57,18588.285282095272,185.04971089865634,0.6769652938947422,0.0034451565965853146,0.7843318907720116,0.003002315693777071,CountVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.5,12.0
d1,58,17800.99535493056,71.8180863694033,0.6024104005772688,0.0072063443600894105,0.7141591270119352,0.007145885251980492,CountVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.9,6.0
d1,59,19462.15692981084,121.22419430266464,0.660050990306429,0.0032448727952658885,0.7681238686663612,0.0028959586295114518,CountVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.9,12.0
d1,60,17448.922149300575,85.28290769605867,0.7317158499726729,0.005445925512308051,0.8339686460319728,0.00428308860195013,CountVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.5,6.0
d1,61,14853.50374674797,2085.0116654450626,0.7357175983781042,0.0037927826873027253,0.8402564231826152,0.002912879793693853,CountVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.5,12.0
d1,62,17534.804154316585,68.86657139170161,0.7327486542204142,0.005333775048240227,0.8347788965325895,0.004085180051147094,CountVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.9,6.0
d1,63,15411.180566072464,1683.886173083697,0.7349692181033974,0.003675841537372352,0.8406945640844131,0.002245709272280238,CountVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.9,12.0
d1,0,917.8681372801462,7.472315469098054,0.6319220986894903,0.006417532287297498,0.7401773341668166,0.006998006341802016,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,6.0
d1,1,1083.0002210934956,16.97985303363941,0.6801592475781896,0.005344495843612483,0.7873024149178095,0.004835771091306179,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,12.0
d1,2,942.2177658081055,5.469662923948464,0.6039781729130042,0.007738703679431973,0.7102473406295937,0.009006631595697062,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,6.0
d1,3,1150.6332159042358,18.535925235739715,0.6658189533159802,0.003469938708037622,0.7741037109152455,0.003035090779181615,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,12.0
d1,4,897.6440543731054,13.810428503676132,0.7289796422036515,0.0064701437311312,0.8346643202151031,0.004826839762499952,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,6.0
d1,5,872.2765488624573,84.10146782787983,0.7321590830347686,0.007879332699982753,0.8428737546422086,0.004792563143936506,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,12.0
d1,6,918.6842360496521,5.74044372536674,0.7303098088343644,0.00552686368425691,0.8357776860972695,0.004178218162759713,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,6.0
d1,7,824.2294614712397,97.1918473478532,0.7319956241834817,0.004461263779672001,0.8424415380342619,0.0028698830222728287,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,12.0
d1,8,922.3981926043829,3.0528772998984763,0.6319220986894903,0.006417532287297498,0.7401773341668166,0.006998006341802016,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,6.0
d1,9,1071.2124939362209,7.770774445623945,0.6801592475781896,0.005344495843612483,0.7873024149178095,0.004835771091306179,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,12.0
d1,10,946.5527675946554,5.837733184591103,0.6039781729130042,0.007738703679431973,0.7102473406295937,0.009006631595697062,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,6.0
d1,11,1148.7582920392354,30.213887099797788,0.6658189533159802,0.003469938708037622,0.7741037109152455,0.003035090779181615,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,12.0
d1,12,895.0857583284378,5.078677725751086,0.7289796422036515,0.0064701437311312,0.8346643202151031,0.004826839762499952,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,6.0
d1,13,889.6281374295553,98.87021629784545,0.7321590830347686,0.007879332699982753,0.8428737546422086,0.004792563143936506,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,12.0
d1,14,918.7762910525004,1.8448417994399713,0.7303098088343644,0.00552686368425691,0.8357776860972695,0.004178218162759713,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,6.0
d1,15,825.7836985985438,95.24139701148368,0.7319956241834817,0.004461263779672001,0.8424415380342619,0.0028698830222728287,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,12.0
d1,16,1182.249572833379,5.321957557373902,0.610957664854999,0.0033335498288721835,0.7174981451067324,0.003189017328419765,TfidfVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.5,6.0
d1,17,1353.0688531398773,17.983651580535412,0.6724131728265753,0.003229899422409478,0.779717468368826,0.002914448954833861,TfidfVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.5,12.0
d1,18,1212.1184086799622,2.9656587523563513,0.5887734448203369,0.0044561437050665035,0.6935842153385336,0.0044787558111494645,TfidfVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.9,6.0
d1,19,1452.003990451495,14.819932460898144,0.6489553670139759,0.005680748519709766,0.7573781644333053,0.00535290291213623,TfidfVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.9,12.0
d1,20,1155.3446293671925,4.2925322513104,0.728963510804905,0.00488365348154186,0.8338233693946174,0.003963602271190897,TfidfVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.5,6.0
d1,21,1135.4658238887787,95.4094852480525,0.7323170707576606,0.005902855441144541,0.8414072455601184,0.004109893702731404,TfidfVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.5,12.0
d1,22,1168.1756228208542,6.097363636794219,0.7295222007159744,0.005994015854287126,0.8343232932296121,0.004629031213389509,TfidfVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.9,6.0
d1,23,1163.770728468895,61.674120896497215,0.7313399061070333,0.007217902005645463,0.8416180547347211,0.004756794271378446,TfidfVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.9,12.0
d1,24,1178.5850991010666,5.917939731300641,0.610957664854999,0.0033335498288721835,0.7174981451067324,0.003189017328419765,TfidfVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.5,6.0
d1,25,1338.5835115909576,3.111257715304798,0.6724131728265753,0.003229899422409478,0.779717468368826,0.002914448954833861,TfidfVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.5,12.0
d1,26,1205.46033513546,6.630106885234217,0.5887734448203369,0.0044561437050665035,0.6935842153385336,0.0044787558111494645,TfidfVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.9,6.0
d1,27,1445.0478763580322,17.039643708543498,0.6489553670139759,0.005680748519709766,0.7573781644333053,0.00535290291213623,TfidfVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.9,12.0
d1,28,1156.2414472897847,4.778598651247743,0.728963510804905,0.00488365348154186,0.8338233693946174,0.003963602271190897,TfidfVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.5,6.0
d1,29,1129.954316298167,102.4551121478895,0.7323170707576606,0.005902855441144541,0.8414072455601184,0.004109893702731404,TfidfVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.5,12.0
d1,30,1162.9999911785126,7.920350413678743,0.7295222007159744,0.005994015854287126,0.8343232932296121,0.004629031213389509,TfidfVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.9,6.0
d1,31,1158.4613658189774,65.2167507814668,0.7313399061070333,0.007217902005645463,0.8416180547347211,0.004756794271378446,TfidfVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.9,12.0
d1,32,16802.78273844719,97.55128507418229,0.6086490797694485,0.00606508278817298,0.7138047653807704,0.006778711437101363,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,6.0
d1,33,17685.86627161503,122.01037757992226,0.6629592804587446,0.0035464637612564985,0.7694391516629587,0.003060054375779165,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,12.0
d1,34,16922.79401051998,120.35692340823319,0.5941247430555904,0.005386787711136901,0.6982482785705736,0.006294966747220411,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,6.0
d1,35,18395.45646949609,105.32605554705263,0.6540559772680062,0.0031899714131225702,0.7617616610129501,0.0034692635948646877,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,12.0
d1,36,16552.344194690388,105.64731506561239,0.7282585008306351,0.0037328284349464995,0.8328044467357026,0.003167473519933368,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,6.0
d1,37,16593.439316511154,705.3131900265198,0.7322037529527025,0.003907049608348184,0.8414986936426624,0.003142051058006066,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,12.0
d1,38,16674.15064370632,368.01467547515466,0.7294836318482162,0.0031682564889411917,0.8339223842304425,0.002743963275282521,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,6.0
d1,39,15958.437315265337,1523.3504794467099,0.7326287867524606,0.0038544881326065205,0.8422221839384886,0.00382513625308405,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,12.0
d1,40,16719.71786793073,119.1434237463241,0.6086490797694485,0.00606508278817298,0.7138047653807704,0.006778711437101363,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,6.0
d1,41,17842.843228061993,179.14650254699492,0.6629592804587446,0.0035464637612564985,0.7694391516629587,0.003060054375779165,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,12.0
d1,42,16859.571249047916,106.3801011299024,0.5941247430555904,0.005386787711136901,0.6982482785705736,0.006294966747220411,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,6.0
d1,43,18484.501794656117,129.33431190823137,0.6540559772680062,0.0031899714131225702,0.7617616610129501,0.0034692635948646877,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,12.0
d1,44,16703.702520608902,72.28528449874135,0.7282585008306351,0.0037328284349464995,0.8328044467357026,0.003167473519933368,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,6.0
d1,45,16530.449532985687,692.5017041556722,0.7322037529527025,0.003907049608348184,0.8414986936426624,0.003142051058006066,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,12.0
d1,46,16720.644382476807,347.22743186446706,0.7294836318482162,0.0031682564889411917,0.8339223842304425,0.002743963275282521,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,6.0
d1,47,15964.04175122579,1518.7432727328444,0.7326287867524606,0.0038544881326065205,0.8422221839384886,0.00382513625308405,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,12.0
d1,48,17918.735852559406,542.5295864951466,0.5865881798741879,0.002892715422217717,0.6892142165405915,0.003139586784317803,TfidfVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.5,6.0
d1,49,18685.270914475124,101.6499336153069,0.6503202109113434,0.0031193685082313407,0.7575733507557537,0.0031008564947523016,TfidfVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.5,12.0
d1,50,17936.47156747182,92.2605160601788,0.5745415858107741,0.00316595114459607,0.6757041810501221,0.0035596662853117204,TfidfVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.9,6.0
d1,51,19405.961567481358,121.04188200328952,0.6434504467725372,0.002871386142264206,0.750928103649557,0.0031624247711065194,TfidfVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.9,12.0
d1,52,17686.57827091217,35.55139706215931,0.7307498219343743,0.00461150200764501,0.8338716360948354,0.0037991775271929403,TfidfVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.5,6.0
d1,53,16068.210829456648,2039.6289710307453,0.7336593324415951,0.003722031776407117,0.8408413478399162,0.0034014663643746495,TfidfVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.5,12.0
d1,54,17579.225267529488,274.04700301071955,0.7316770293077468,0.0044333941483753235,0.8348783115025405,0.0037437142913219457,TfidfVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.9,6.0
d1,55,16500.369561115902,1734.097876237578,0.7324648904592258,0.002000293506525795,0.840777663571073,0.0019255170237940217,TfidfVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.9,12.0
d1,56,17713.816184083622,108.52562174516055,0.5865881798741879,0.002892715422217717,0.6892142165405915,0.003139586784317803,TfidfVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.5,6.0
d1,57,18681.905243635178,98.99115438025521,0.6503202109113434,0.0031193685082313407,0.7575733507557537,0.0031008564947523016,TfidfVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.5,12.0
d1,58,18004.389927983284,102.72401471535206,0.5745415858107741,0.00316595114459607,0.6757041810501221,0.0035596662853117204,TfidfVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.9,6.0
d1,59,19470.41040110588,118.96895397886254,0.6434504467725372,0.002871386142264206,0.750928103649557,0.0031624247711065194,TfidfVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.9,12.0
d1,60,17683.009383598965,144.2452354866769,0.7307498219343743,0.00461150200764501,0.8338716360948354,0.0037991775271929403,TfidfVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.5,6.0
d1,61,15949.652045766512,1957.3665615119548,0.7336593324415951,0.003722031776407117,0.8408413478399162,0.0034014663643746495,TfidfVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.5,12.0
d1,62,17608.08634531498,263.7884566664716,0.7316770293077468,0.0044333941483753235,0.8348783115025405,0.0037437142913219457,TfidfVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.9,6.0
d2,0,21.978146076202393,0.4526391521892357,0.5072177004004592,0.006462757811860465,0.766797292152987,0.01384349841293452,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,0.75,6.0,CatBoost,,
d2,1,69.34593629837036,0.34263112487753694,0.5016571613778512,0.008294315580938762,0.7577476867904099,0.014878831532672094,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,0.75,10.0,CatBoost,,
